Index,Timecode,TimeStamp,Temp,PageNum,LineNum,NoDisplay,Text,Native,Redact
184,,,PG,8,0,0,Page 8,,0
185,182.74001,00:03:02,LN,8,1,0, 1 familiar with the witness.,,0
186,185.36,00:03:05,LN,8,2,0, 2                  So if any point you need a break I'm,,0
187,187.71001,00:03:07,LN,8,3,0, 3 pretty automatic.  About every hour or hour and,,0
188,189.75,00:03:09,LN,8,4,0, 4 fifteen minutes I will stop us and we will do a,,0
189,192.52,00:03:12,LN,8,5,0," 5 bathroom break or something like that, but if at any",,0
190,194.631,00:03:14,LN,8,6,0, 6 point in the meantime if you want me to stop just let,,0
191,197.17,00:03:17,LN,8,7,0, 7 me know and as long as there is not a question on the,,0
192,199.209,00:03:19,LN,8,8,0, 8 table we will take a break.,,0
193,200.677,00:03:20,LN,8,9,0, 9                  Okay?,,0
194,201.334,00:03:21,LN,8,10,0,10           A      All right.,,0
195,202.81,00:03:22,LN,8,11,0,11           Q      Have you been deposed before?,,0
196,205.573,00:03:25,LN,8,12,0,12           A      Yes.,,0
197,206.00999,00:03:26,LN,8,13,0,13           Q      How many times?,,0
198,208.86,00:03:28,LN,8,14,0,14           A      I don't know the exact number.  I,,0
199,210.47,00:03:30,LN,8,15,0,15 would say over the last 30 or so years probably at,,0
200,215.444,00:03:35,LN,8,16,0,16 least 500 times.,,0
201,217.662,00:03:37,LN,8,17,0,"17           Q      Oh, wow.  So you are a pro at this.",,0
202,221.32001,00:03:41,LN,8,18,0,18                  Then I won't go over too many ground,,0
203,223.758,00:03:43,LN,8,19,0,19 rules here.  I will just say that this is a little bit,,0
204,226.314,00:03:46,LN,8,20,0,"20 unusual, I guess, not so much this day and age, but",,0
205,229.157,00:03:49,LN,8,21,0,21 probably when you were at the height of doing your,,0
206,231.752,00:03:51,LN,8,22,0,22 depositions and the height of me taking them we used to,,0
207,234.19,00:03:54,LN,8,23,0,23 do them in person.,,0
208,235.49001,00:03:55,LN,8,24,0,24                  So a little bit harder now in the,,0
209,237.69,00:03:57,LN,8,25,0,25 sense that we got to let each other finish our question,,0
210,,,PG,9,0,0,Page 9,,0
211,240.71001,00:04:00,LN,9,1,0, 1 for sure and answer for sure so the court reporter can,,0
212,243.27,00:04:03,LN,9,2,0," 2 take everything down, but we will just do our best to",,0
213,245.47501,00:04:05,LN,9,3,0," 3 get through that, but try to let me finish my question",,0
214,248.31,00:04:08,LN,9,4,0, 4 and I will try to let you finish your answer.,,0
215,258.87,00:04:18,LN,9,5,0, 5                  Okay?,,0
216,258.92999,00:04:18,LN,9,6,0, 6           A      Yes.,,0
217,259.14999,00:04:19,LN,9,7,0, 7           Q      Do you have anybody else there with,,0
218,260.76999,00:04:20,LN,9,8,0," 8 you for the deposition, Doctor?",,0
219,264.99899,00:04:24,LN,9,9,0, 9           A      No.,,0
220,265.39999,00:04:25,LN,9,10,0,10           Q      And I see other than the screen kind,,0
221,267.42999,00:04:27,LN,9,11,0,11 of what you look into or the video it seems like you,,0
222,270.79999,00:04:30,LN,9,12,0,12 are looking off at times.,,0
223,273.85999,00:04:33,LN,9,13,0,13                  What are you looking at?,,0
224,275.5,00:04:35,LN,9,14,0,"14           A      My computer, the other computer.",,0
225,278.01001,00:04:38,LN,9,15,0,15           Q      So you got basically two monitors in,,0
226,280.04001,00:04:40,LN,9,16,0,16 there with you?,,0
227,281.82999,00:04:41,LN,9,17,0,"17           A      I have this laptop that I am on, and",,0
228,283.92001,00:04:43,LN,9,18,0,18 then I have a desktop computer off to the left side.,,0
229,290.64001,00:04:50,LN,9,19,0,19           Q      Okay.  Okay.,,0
230,290.98999,00:04:50,LN,9,20,0,20                  So you got two separate computers,,0
231,294.20999,00:04:54,LN,9,21,0,21 there going.  Do you have any like documents or,,0
232,296.79999,00:04:56,LN,9,22,0,22 anything that you are looking at or what is it that you,,0
233,300.39001,00:05:00,LN,9,23,0,23 are consulting that other monitor for?,,0
234,303.60001,00:05:03,LN,9,24,0,"24           A      To be honest with you, I am looking at",,0
235,306.72,00:05:06,LN,9,25,0,25 my calendar for tomorrow.,,0
236,,,PG,10,0,0,Page 10,,0
237,307.94,00:05:07,LN,10,1,0, 1           Q      All right.,,0
238,309.75,00:05:09,LN,10,2,0, 2           A      I have the images or CT loaded on the,,0
239,315.53,00:05:15,LN,10,3,0, 3 other computer.  I can't load them on this laptop.,,0
240,320.45001,00:05:20,LN,10,4,0," 4           Q      Okay.  Well, I'll tell you what.",,0
241,322.54001,00:05:22,LN,10,5,0, 5 Let's make a deal here.,,0
242,322.81601,00:05:22,LN,10,6,0, 6                  I am going to try to pull up,,0
243,323.45001,00:05:23,LN,10,7,0, 7 everything on the main screen here that we are looking,,0
244,327.20999,00:05:27,LN,10,8,0, 8 at.  That way it can be recorded as part of the,,0
245,330.81,00:05:30,LN,10,9,0, 9 deposition because there is no way to capture what,,0
246,332.97,00:05:32,LN,10,10,0,10 you're looking at over there.,,0
247,334.70999,00:05:34,LN,10,11,0,11           A      That's fine.  That will work.  Yes.,,0
248,336.87,00:05:36,LN,10,12,0,12 Good.,,0
249,337.20999,00:05:37,LN,10,13,0,13           Q      Yeah.  If any point that you need to,,0
250,339.42001,00:05:39,LN,10,14,0,14 stop me or ask me to look at something else why don't,,0
251,341.84,00:05:41,LN,10,15,0,15 we just talk about it and we will make sure we know,,0
252,343.65701,00:05:43,LN,10,16,0,16 what you are looking at.,,0
253,344.67001,00:05:44,LN,10,17,0,17                  Okay?,,0
254,345.17899,00:05:45,LN,10,18,0,18           A      Okay.,,0
255,348.11401,00:05:48,LN,10,19,0,19           Q      All right.,,0
256,348.37601,00:05:48,LN,10,20,0,"20                  Now, as I appreciate it, you issued a",,0
257,350.496,00:05:50,LN,10,21,0,"21 July 5th, 2024 report in this case covering Mr. Boggs,",,0
258,354.64999,00:05:54,LN,10,22,0,22 is that right?,,0
259,356.35101,00:05:56,LN,10,23,0,23           A      Yes.,,0
260,356.98999,00:05:56,LN,10,24,0,24           Q      All right.,,0
261,357.44,00:05:57,LN,10,25,0,25                  And as I appreciate it you are not a,,0
262,,,PG,11,0,0,Page 11,,0
263,359.48001,00:05:59,LN,11,1,0, 1 treating physician for Mr. Boggs.  You have been,,0
264,361.54999,00:06:01,LN,11,2,0, 2 retained in the case as an expert.,,0
265,363.98001,00:06:03,LN,11,3,0, 3                  Is that fair?,,0
266,365.92899,00:06:05,LN,11,4,0, 4           A      Yes.,,0
267,366.66,00:06:06,LN,11,5,0, 5           Q      And Mr. Boggs is not and has never,,0
268,368.5,00:06:08,LN,11,6,0, 6 been your patient?,,0
269,369.81,00:06:09,LN,11,7,0, 7           A      That is correct.,,0
270,371.59,00:06:11,LN,11,8,0, 8           Q      And this July 20 -- sorry -- July 5th,,0
271,374.01999,00:06:14,LN,11,9,0," 9 report, it's the only report you have issued in this",,0
272,376.526,00:06:16,LN,11,10,0,10 case?,,0
273,377.37201,00:06:17,LN,11,11,0,11           A      Yes.,,0
274,382.35001,00:06:22,LN,11,12,0,12           Q      And I know down at the bottom you,,0
275,383.70001,00:06:23,LN,11,13,0,13 mentioned that Colorado Springs address.,,0
276,385.60001,00:06:25,LN,11,14,0,14                  That is the -- that is the other,,0
277,387.09,00:06:27,LN,11,15,0,15 address that you gave us at the beginning of the,,0
278,389.34,00:06:29,LN,11,16,0,16 deposition as your other business address?,,0
279,392.04999,00:06:32,LN,11,17,0,17           A      Yes.,,0
280,392.45801,00:06:32,LN,11,18,0,18           Q      Okay.,,0
281,393.66,00:06:33,LN,11,19,0,19                  How long have you been at this,,0
282,394.73199,00:06:34,LN,11,20,0,20 Colorado address?,,0
283,402.62,00:06:42,LN,11,21,0,21           A      I think a little over a year.,,0
284,405.64001,00:06:45,LN,11,22,0,22           Q      Okay.  And how long before that were,,0
285,408.0,00:06:48,LN,11,23,0,23 you at the Florida address?,,0
286,412.78,00:06:52,LN,11,24,0,24           A      I think approximately twenty years.  I,,0
287,415.39999,00:06:55,LN,11,25,0,"25 still have the Florida address, but yes.",,0
288,,,PG,12,0,0,Page 12,,0
289,418.45001,00:06:58,LN,12,1,0, 1           Q      Yeah.  Is the Florida address -- is,,0
290,421.34,00:07:01,LN,12,2,0, 2 that like your office like where you do the,,0
291,423.37,00:07:03,LN,12,3,0, 3 Collier Radiology out of?,,0
292,425.20001,00:07:05,LN,12,4,0, 4                  What is that main address?,,0
293,427.45001,00:07:07,LN,12,5,0, 5           A      That main address is where my private,,0
294,429.41,00:07:09,LN,12,6,0, 6 mailbox is in Florida.,,0
295,432.55899,00:07:12,LN,12,7,0, 7           Q      Okay.  Okay.,,0
296,442.47,00:07:22,LN,12,8,0, 8                  So I have got a list of materials here,,0
297,445.42999,00:07:25,LN,12,9,0, 9 that we are going to go through in just a minute on,,0
298,447.60999,00:07:27,LN,12,10,0,"10 page two of your report, but before we get there I",,0
299,452.10001,00:07:32,LN,12,11,0,11 wanted to ask you.  You have identified a handful of,,0
300,455.20001,00:07:35,LN,12,12,0,12 Mr. Boggs' experts as part of your review materials.,,0
301,458.28,00:07:38,LN,12,13,0,13                  Have you looked at any expert reports,,0
302,460.12,00:07:40,LN,12,14,0,14 from BP in this case?,,0
303,462.01999,00:07:42,LN,12,15,0,"15           A      I just received those, I think, last",,0
304,463.97198,00:07:43,LN,12,16,0,16 week.,,0
305,465.508,00:07:45,LN,12,17,0,17           Q      Okay.,,0
306,466.94,00:07:46,LN,12,18,0,18                  And what day do you think you got,,0
307,470.09,00:07:50,LN,12,19,0,19 them?,,0
308,470.51999,00:07:50,LN,12,20,0,20           A      I'm going to have to look on my,,0
309,471.57599,00:07:51,LN,12,21,0,21 computer to see.  They were downloaded to me.,,0
310,475.62799,00:07:55,LN,12,22,0,22           Q      Okay.,,0
311,508.89001,00:08:28,LN,12,23,0,23           A      I think I received those,,0
312,510.48001,00:08:30,LN,12,24,0,"24 September 11th, 2024.",,0
313,514.63,00:08:34,LN,12,25,0,25           Q      Okay.,,0
314,,,PG,13,0,0,Page 13,,0
315,515.81,00:08:35,LN,13,1,0, 1                  And since you've got it up on your,,0
316,517.039,00:08:37,LN,13,2,0, 2 screen there can you tell me which reports you,,0
317,518.43402,00:08:38,LN,13,3,0, 3 received?,,0
318,520.22998,00:08:40,LN,13,4,0," 4           A      David Smith, Matthew Weir and Steven",,0
319,525.01001,00:08:45,LN,13,5,0, 5 -- Steve Nelson.,,0
320,529.65002,00:08:49,LN,13,6,0, 6           Q      And those are the only three you,,0
321,532.79602,00:08:52,LN,13,7,0, 7 received?,,0
322,533.78998,00:08:53,LN,13,8,0, 8           A      Let me see.  Unless there was another,,0
323,535.41998,00:08:55,LN,13,9,0," 9 one.  If you shoot me a name, I may be able to find it.",,0
324,554.40997,00:09:14,LN,13,10,0,"10 I believe those are the -- let me just check this.  No,",,0
325,566.48999,00:09:26,LN,13,11,0,11 I think that's it.,,0
326,568.08002,00:09:28,LN,13,12,0,12           Q      Okay.  Fair enough.,,0
327,569.59998,00:09:29,LN,13,13,0,13                  And did you review all three of those?,,0
328,571.98999,00:09:31,LN,13,14,0,14 You said you received them.  Did you review all three,,0
329,577.16998,00:09:37,LN,13,15,0,15 of those?,,0
330,577.85999,00:09:37,LN,13,16,0,16           A      No.,,0
331,577.99799,00:09:37,LN,13,17,0,17           Q      Okay.,,0
332,579.58002,00:09:39,LN,13,18,0,"18           A      Not in detail.  Not in detail, no.",,0
333,580.98999,00:09:40,LN,13,19,0,19           Q      Okay.,,0
334,581.25,00:09:41,LN,13,20,0,"20                  Well, tell me is there any of those",,0
335,584.78998,00:09:44,LN,13,21,0,21 three did you review in detail?,,0
336,586.92999,00:09:46,LN,13,22,0,22           A      I looked at Dr. Smith's report.,,0
337,596.45001,00:09:56,LN,13,23,0,23           Q      Okay.  And is that the one you focused,,0
338,599.26501,00:09:59,LN,13,24,0,24 on?,,0
339,599.48999,00:09:59,LN,13,25,0,"25           A      Well, that was the one that I read",,0
340,,,PG,14,0,0,Page 14,,0
341,600.84698,00:10:00,LN,14,1,0, 1 completely.,,0
342,603.23199,00:10:03,LN,14,2,0, 2           Q      Okay.,,0
343,605.02002,00:10:05,LN,14,3,0, 3                  And the other -- the other ones you,,0
344,606.29999,00:10:06,LN,14,4,0, 4 just kind of read through?,,0
345,608.37,00:10:08,LN,14,5,0, 5                  Did I get that right?,,0
346,610.07001,00:10:10,LN,14,6,0, 6                  MR. LAREY:  Object to form.,,0
347,610.76001,00:10:10,LN,14,7,0, 7           A      I'm not sure I read through them.  I,,0
348,612.63,00:10:12,LN,14,8,0, 8 may have looked at it briefly.,,0
349,619.46002,00:10:19,LN,14,9,0, 9           Q      You got them and you looked through,,0
350,621.20001,00:10:21,LN,14,10,0,"10 them, but not going to tell me if you read through them",,0
351,624.90997,00:10:24,LN,14,11,0,11 or not.  All right.  We will come back to those.,,0
352,,,LN,14,12,0,12                  (Exhibit 1 marked.),,0
353,631.64001,00:10:31,LN,14,13,0,"13           Q      I want to mark your July 5th, 2000",,0
354,634.37,00:10:34,LN,14,14,0,"14 report.  I'm going to pull it up first as tab 1,",,0
355,638.35999,00:10:38,LN,14,15,0,"15 please, Brian.  I just want to make sure the doctor and",,0
356,641.67999,00:10:41,LN,14,16,0,"16 I are talking about the right report.  All right,",,0
357,649.95001,00:10:49,LN,14,17,0,17 Doctor.  It should be up on the screen right here in,,0
358,653.62,00:10:53,LN,14,18,0,18 front of you.,,0
359,657.01001,00:10:57,LN,14,19,0,19           A      Okay.  Yes.  I have a copy in front of,,0
360,659.42999,00:10:59,LN,14,20,0,20 me now.,,0
361,660.51001,00:11:00,LN,14,21,0,21           Q      Okay.  Like a printed-out copy?,,0
362,662.13,00:11:02,LN,14,22,0,22           A      Yeah.  Exactly.,,0
363,663.32001,00:11:03,LN,14,23,0,23           Q      Okay.  Perfect.  All right.,,0
364,664.83002,00:11:04,LN,14,24,0,"24                  Well, just for housekeeping right now",,0
365,667.39001,00:11:07,LN,14,25,0,25 I want to mark this as Exhibit Number 1.  And this is a,,0
366,,,PG,15,0,0,Page 15,,0
367,672.81,00:11:12,LN,15,1,0," 1 copy of your July 5th, 2024 report.",,0
368,675.40997,00:11:15,LN,15,2,0," 2                  And Doctor, as you mentioned, if you",,0
369,676.76001,00:11:16,LN,15,3,0," 3 will keep it handy there, it may be easier for you to",,0
370,679.64001,00:11:19,LN,15,4,0, 4 look at the physical copy than having to pop it up,,0
371,682.20001,00:11:22,LN,15,5,0, 5 every time.,,0
372,683.28497,00:11:23,LN,15,6,0, 6           A      Sure.,,0
373,683.75,00:11:23,LN,15,7,0," 7           Q      Brian, you can pull it back down.",,0
374,691.78998,00:11:31,LN,15,8,0," 8                  Doctor, are there any errors or",,0
375,694.06,00:11:34,LN,15,9,0, 9 omissions or anything in this July 5th report that you,,0
376,696.48999,00:11:36,LN,15,10,0,10 would like to tell me about now before we get started?,,0
377,700.13702,00:11:40,LN,15,11,0,11                  MR. LAREY:  Object to form.,,0
378,711.45001,00:11:51,LN,15,12,0,12           A      Not that I know of that I am aware of.,,0
379,714.04999,00:11:54,LN,15,13,0,"13           Q      Okay.  And as I appreciate it, I am",,0
380,716.07001,00:11:56,LN,15,14,0,14 just taking a look at it.,,0
381,717.96997,00:11:57,LN,15,15,0,15                  The report itself is pages one through,,0
382,720.48999,00:12:00,LN,15,16,0,"16 three, right?",,0
383,722.88397,00:12:02,LN,15,17,0,17           A      Yes.,,0
384,724.08002,00:12:04,LN,15,18,0,18           Q      And all of your substantive analysis,,0
385,727.32001,00:12:07,LN,15,19,0,19 and opinions would be found on page three?,,0
386,733.19,00:12:13,LN,15,20,0,"20           A      I believe so, yes.",,0
387,735.92499,00:12:15,LN,15,21,0,21           Q      Okay.,,0
388,736.66998,00:12:16,LN,15,22,0,"22                  Doctor, have you served as an expert",,0
